CountryCode,F1,F2,F3,F4,F5,F6,F7
TUR,-0.16196314208326665,0.27400587109550684,-0.4840284555679481,-0.2687211357716699,-0.09022318494256588,-0.596827341457827,-0.07786432878351701
TZA,-0.11246986405582739,-1.4608560635745107,-0.5439107466611993,-0.2356312818948225,0.7836582388538816,-0.35272454074648346,-0.8405573604262507
UGA,-0.12703000670916711,-0.9832423793901292,-0.4473255062022091,-0.28863290782927664,0.16407729481849276,-0.5225263956459678,-0.9907264079390125
UKR,0.44891399664136356,-1.141843467031874,4.069799602264246,0.6733917125707873,1.6874108465692406,-0.20686386000689908,0.0022301175105972275
URY,-0.11193648831355164,0.5480126990768242,0.4621021480029685,0.11946839677148816,-0.7387255823173502,0.5082263816948158,0.41368716896051555
USA,-0.17869881868818357,1.1585770792738086,0.4089407506601336,0.3888390253086909,-0.8875602367348954,0.32466590191755695,0.05505836293139659
UZB,-0.17919912710826438,-0.30241030730155655,-0.5664791066666227,-0.6692955335417629,0.8696123890715519,-0.23379178295979822,-0.0731677946551351
VCT,-0.2379521549953329,0.17900806742311803,-0.19048950584687674,-0.033331429864468146,0.049961076021241405,-0.6403390682381718,0.44816859700939565
VEN,-0.1605246646407795,0.5737742746566084,-0.055420647874032364,-0.7244499544043155,-1.4615317491731845,-0.4057660570956421,0.5920528407121504
VGB,-0.10707309612785328,0.271761060200185,-0.2569937389782677,0.027219538698776885,0.023374839320047573,-0.060596229996974206,0.23325311090039358
VIR,0.2512844519016556,-0.09400160785447596,-0.4177676592491934,0.01037999001188688,0.05008906465261042,0.4007593385099571,0.03330066526779088
VNM,-0.1113504649015673,-0.11555367766767291,-0.40642803249099674,0.6985362399642122,0.22450958904389856,-0.8960247684569418,-0.4118099784719793
VUT,-0.031786181378244543,-1.1869647251107047,-0.5766316885746254,0.6042485168580417,0.5296126625517967,0.2525560436517218,0.33811369707968897
WSM,0.1495755164865944,-1.1281487559969843,-0.23532709005627095,0.29718996637222556,-0.04550118521506906,0.43500592673667343,0.40428067516528393
YEM,-0.12223582179019946,-0.9057799491620079,-0.5870961017002307,0.21625904998069417,0.26337041111627835,0.004966135683809491,0.38506057704066754
ZAF,-0.1479895487273152,0.15777589465010564,-0.29991922468601295,-0.41035218182678257,-2.81344616582882,0.0071147621054894255,1.2149672006092833
ZMB,-0.13440976816909003,-0.9554612554162147,-0.2669839510921911,-0.07905192842948672,-1.7611962393365852,0.39125730307602574,-0.014052304144628717
